DOI,file
10.1021/am200425y,10.1021%2Fam200425y.pdf
10.1021/am2008147,10.1021%2Fam2008147.pdf
10.1021/am302631b,10.1021%2Fam302631b.pdf
10.1021/cs2001434,10.1021%2Fcs2001434.pdf
10.1021/cs300273q,10.1021%2Fcs300273q.pdf
10.1002/adfm.201202042,10.1002%2Fadfm.201202042.pdf
10.1002/anie.201003270,10.1002%2Fanie.201003270.pdf
10.1002/anie.201301473,10.1002%2Fanie.201301473.pdf
10.1016/j.apcata.2005.08.021,10.1016%2Fj.apcata.2005.08.021.pdf
10.1016/j.apcata.2010.03.059,10.1016%2Fj.apcata.2010.03.059.pdf
10.1016/S0926-860X(03)00205-9,10.1016%2FS0926-860X%2803%2900205-9.pdf
10.1016/j.apcata.2007.11.022,10.1016%2Fj.apcata.2007.11.022.pdf
10.1016/S0926-860X(03)00487-3,10.1016%2FS0926-860X%2803%2900487-3.pdf
10.1016/j.apcata.2011.04.032,10.1016%2Fj.apcata.2011.04.032.pdf
10.1016/j.apcata.2012.06.009,10.1016%2Fj.apcata.2012.06.009.pdf
10.1016/j.apcata.2012.04.001,10.1016%2Fj.apcata.2012.04.001.pdf
10.1016/j.apcata.2013.01.018,10.1016%2Fj.apcata.2013.01.018.pdf
10.1016/j.apcata.2011.10.044,10.1016%2Fj.apcata.2011.10.044.pdf
10.1016/j.apcata.2013.07.056,10.1016%2Fj.apcata.2013.07.056.pdf
10.1016/j.apcata.2013.08.019,10.1016%2Fj.apcata.2013.08.019.pdf
10.1016/j.apcatb.2010.02.030,10.1016%2Fj.apcatb.2010.02.030.pdf
10.1016/j.apcatb.2009.01.010,10.1016%2Fj.apcatb.2009.01.010.pdf
10.1016/j.apcatb.2010.08.015,10.1016%2Fj.apcatb.2010.08.015.pdf
10.1016/S0926-3373(01)00322-8,10.1016%2FS0926-3373%2801%2900322-8.pdf
10.1016/S0926-3373(02)00174-1,10.1016%2FS0926-3373%2802%2900174-1.pdf
10.1016/j.apcatb.2010.03.021,10.1016%2Fj.apcatb.2010.03.021.pdf
10.1016/S0926-3373(99)00079-X,10.1016%2FS0926-3373%2899%2900079-X.pdf
10.1016/j.apcatb.2011.09.024,10.1016%2Fj.apcatb.2011.09.024.pdf
10.1016/j.apcatb.2008.03.009,10.1016%2Fj.apcatb.2008.03.009.pdf
10.1016/j.apcatb.2005.07.009,10.1016%2Fj.apcatb.2005.07.009.pdf
10.1016/j.apcatb.2006.09.015,10.1016%2Fj.apcatb.2006.09.015.pdf
10.1016/j.apcatb.2012.04.035,10.1016%2Fj.apcatb.2012.04.035.pdf
10.1016/j.apcatb.2013.01.040,10.1016%2Fj.apcatb.2013.01.040.pdf
10.1016/j.apcatb.2012.12.024,10.1016%2Fj.apcatb.2012.12.024.pdf
10.1016/j.apcatb.2013.05.054,10.1016%2Fj.apcatb.2013.05.054.pdf
10.1016/j.apcatb.2012.11.019,10.1016%2Fj.apcatb.2012.11.019.pdf
10.4028/www.scientific.net/AMM.55-57.1506,10.4028%2Fwww.scientific.net%2FAMM.55-57.1506.pdf
10.1016/j.apsusc.2013.04.010,10.1016%2Fj.apsusc.2013.04.010.pdf
10.1016/j.apsusc.2013.05.003,10.1016%2Fj.apsusc.2013.05.003.pdf
10.1016/j.apsusc.2012.11.155,10.1016%2Fj.apsusc.2012.11.155.pdf
10.1016/j.apsusc.2013.08.111,10.1016%2Fj.apsusc.2013.08.111.pdf
