DOI,file
10.1016/j.apsusc.2019.143899,../resources/articles_rdf/10.1016%2Fj.apsusc.2019.143899.ttl
10.1016/j.catcom.2008.04.004,../resources/articles_rdf/10.1016%2Fj.catcom.2008.04.004.ttl
10.1039/c5cp07854g,../resources/articles_rdf/10.1039%2Fc5cp07854g.ttl
10.1016/j.physe.2015.12.001,../resources/articles_rdf/10.1016%2Fj.physe.2015.12.001.ttl
10.1007/s10562-020-03182-3,../resources/articles_rdf/10.1007%2Fs10562-020-03182-3.ttl
10.1021/jp910835k,../resources/articles_rdf/10.1021%2Fjp910835k.ttl
10.1016/j.apsusc.2013.10.135,../resources/articles_rdf/10.1016%2Fj.apsusc.2013.10.135.ttl
10.1002/ange.202105420,../resources/articles_rdf/10.1002%2Fange.202105420.ttl
sin_doi_1,../resources/articles_rdf/sin_doi_1.ttl
10.1039/D0RA05010E,../resources/articles_rdf/10.1039%2FD0RA05010E.ttl
10.1016/j.apcatb.2016.01.002,../resources/articles_rdf/10.1016%2Fj.apcatb.2016.01.002.ttl
10.1016/j.catcom.2012.01.022,../resources/articles_rdf/10.1016%2Fj.catcom.2012.01.022.ttl
10.1016/j.apcatb.2016.10.001,../resources/articles_rdf/10.1016%2Fj.apcatb.2016.10.001.ttl
10.1016/S0926-3373(01)00322-8,../resources/articles_rdf/10.1016%2FS0926-3373%2801%2900322-8.ttl
10.1016/S0920-5861(98)00219-3,../resources/articles_rdf/10.1016%2FS0920-5861%2898%2900219-3.ttl
10.1002/solr.202000351,../resources/articles_rdf/10.1002%2Fsolr.202000351.ttl
10.1016/j.apsusc.2019.145095,../resources/articles_rdf/10.1016%2Fj.apsusc.2019.145095.ttl
sin_doi_2,../resources/articles_rdf/sin_doi_2.ttl
10.1016/j.apcatb.2020.118849,../resources/articles_rdf/10.1016%2Fj.apcatb.2020.118849.ttl
10.1039/D0TA07072F,../resources/articles_rdf/10.1039%2FD0TA07072F.ttl
10.1016/j.ijhydene.2018.07.193,../resources/articles_rdf/10.1016%2Fj.ijhydene.2018.07.193.ttl
10.1016/j.apcata.2013.01.018,../resources/articles_rdf/10.1016%2Fj.apcata.2013.01.018.ttl
10.1016/j.carbon.2006.11.028,../resources/articles_rdf/10.1016%2Fj.carbon.2006.11.028.ttl
10.1039/C5RA14374H,../resources/articles_rdf/10.1039%2FC5RA14374H.ttl
10.1016/j.jiec.2017.12.037,../resources/articles_rdf/10.1016%2Fj.jiec.2017.12.037.ttl
10.1021/acsami.8b04982,../resources/articles_rdf/10.1021%2Facsami.8b04982.ttl
10.1002/solr.201900461,../resources/articles_rdf/10.1002%2Fsolr.201900461.ttl
10.1039/C5RA17882G,../resources/articles_rdf/10.1039%2FC5RA17882G.ttl
10.1016/j.apcatb.2013.01.040,../resources/articles_rdf/10.1016%2Fj.apcatb.2013.01.040.ttl
10.1016/j.matlet.2020.128722,../resources/articles_rdf/10.1016%2Fj.matlet.2020.128722.ttl
10.1016/j.jcou.2015.06.001,../resources/articles_rdf/10.1016%2Fj.jcou.2015.06.001.ttl
10.1039/c7gc02963b,../resources/articles_rdf/10.1039%2Fc7gc02963b.ttl
10.1039/C4RA06565D,../resources/articles_rdf/10.1039%2FC4RA06565D.ttl
10.1038/277637a0,../resources/articles_rdf/10.1038%2F277637a0.ttl
10.1039/C4RA06828A,../resources/articles_rdf/10.1039%2FC4RA06828A.ttl
10.1016/j.apcatb.2020.118618,../resources/articles_rdf/10.1016%2Fj.apcatb.2020.118618.ttl
10.1039/C5NR08747C,../resources/articles_rdf/10.1039%2FC5NR08747C.ttl
10.1016/j.cattod.2010.12.054,../resources/articles_rdf/10.1016%2Fj.cattod.2010.12.054.ttl
10.1016/j.cej.2020.127377,../resources/articles_rdf/10.1016%2Fj.cej.2020.127377.ttl
10.1016/j.materresbull.2020.110955,../resources/articles_rdf/10.1016%2Fj.materresbull.2020.110955.ttl
10.1098/rsos.181789,../resources/articles_rdf/10.1098%2Frsos.181789.ttl
sin_doi_4,../resources/articles_rdf/sin_doi_4.ttl
10.1016/j.cej.2020.127145,../resources/articles_rdf/10.1016%2Fj.cej.2020.127145.ttl
10.1002/smll.202000426,../resources/articles_rdf/10.1002%2Fsmll.202000426.ttl
10.1186/1556-276X-9-272,../resources/articles_rdf/10.1186%2F1556-276X-9-272.ttl
10.1016/j.jallcom.2020.157668,../resources/articles_rdf/10.1016%2Fj.jallcom.2020.157668.ttl
10.1039/C4RA02561J,../resources/articles_rdf/10.1039%2FC4RA02561J.ttl
10.1021/jacs.8b03316,../resources/articles_rdf/10.1021%2Fjacs.8b03316.ttl
10.1021/jp040345u,../resources/articles_rdf/10.1021%2Fjp040345u.ttl
10.1016/j.apcatb.2011.09.024,../resources/articles_rdf/10.1016%2Fj.apcatb.2011.09.024.ttl
10.1016/j.cej.2013.06.055,../resources/articles_rdf/10.1016%2Fj.cej.2013.06.055.ttl
10.1021/ja304075b,../resources/articles_rdf/10.1021%2Fja304075b.ttl
10.1016/j.apcatb.2020.118870,../resources/articles_rdf/10.1016%2Fj.apcatb.2020.118870.ttl
10.1038/s42004-020-00381-2,../resources/articles_rdf/10.1038%2Fs42004-020-00381-2.ttl
10.1016/j.apcatb.2012.04.035,../resources/articles_rdf/10.1016%2Fj.apcatb.2012.04.035.ttl
10.1002/smll.201500926,../resources/articles_rdf/10.1002%2Fsmll.201500926.ttl
10.1021/acsami.0c14826,../resources/articles_rdf/10.1021%2Facsami.0c14826.ttl
10.1016/S1872-2067(19)63481-9,../resources/articles_rdf/10.1016%2FS1872-2067%2819%2963481-9.ttl
10.1016/j.jcou.2018.02.006,../resources/articles_rdf/10.1016%2Fj.jcou.2018.02.006.ttl
10.1016/j.apsusc.2013.09.165,../resources/articles_rdf/10.1016%2Fj.apsusc.2013.09.165.ttl
10.1039/C2JM30337J,../resources/articles_rdf/10.1039%2FC2JM30337J.ttl
10.1007/s40843-018-9245-y,../resources/articles_rdf/10.1007%2Fs40843-018-9245-y.ttl
10.1016/j.cattod.2009.07.067,../resources/articles_rdf/10.1016%2Fj.cattod.2009.07.067.ttl
10.1007/s10562-020-03263-3,../resources/articles_rdf/10.1007%2Fs10562-020-03263-3.ttl
10.1016/j.scib.2020.02.019,../resources/articles_rdf/10.1016%2Fj.scib.2020.02.019.ttl
10.1002/adfm.201202042,../resources/articles_rdf/10.1002%2Fadfm.201202042.ttl
10.1021/jacs.9b11089,../resources/articles_rdf/10.1021%2Fjacs.9b11089.ttl
10.1039/C4PP00252K,../resources/articles_rdf/10.1039%2FC4PP00252K.ttl
10.1149/2.003309ssl,../resources/articles_rdf/10.1149%2F2.003309ssl.ttl
10.1016/j.micromeso.2020.110539,../resources/articles_rdf/10.1016%2Fj.micromeso.2020.110539.ttl
10.1002/smll.201603938,../resources/articles_rdf/10.1002%2Fsmll.201603938.ttl
10.3390/nano10112212,../resources/articles_rdf/10.3390%2Fnano10112212.ttl
10.1016/S0926-3373(99)00079-X,../resources/articles_rdf/10.1016%2FS0926-3373%2899%2900079-X.ttl
10.1016/j.apsusc.2012.11.155,../resources/articles_rdf/10.1016%2Fj.apsusc.2012.11.155.ttl
10.1016/0304-5102(92)80238-C,../resources/articles_rdf/10.1016%2F0304-5102%2892%2980238-C.ttl
10.1016/j.catcom.2012.03.025,../resources/articles_rdf/10.1016%2Fj.catcom.2012.03.025.ttl
10.1002/cctc.201800476,../resources/articles_rdf/10.1002%2Fcctc.201800476.ttl
10.1016/0920-5861(92)80113-2,../resources/articles_rdf/10.1016%2F0920-5861%2892%2980113-2.ttl
10.1016/j.materresbull.2019.110682,../resources/articles_rdf/10.1016%2Fj.materresbull.2019.110682.ttl
10.1016/j.jre.2019.12.010,../resources/articles_rdf/10.1016%2Fj.jre.2019.12.010.ttl
10.1016/j.matdes.2016.06.031,../resources/articles_rdf/10.1016%2Fj.matdes.2016.06.031.ttl
10.1007/s12274-016-1391-4,../resources/articles_rdf/10.1007%2Fs12274-016-1391-4.ttl
10.1039/C9RA04418C,../resources/articles_rdf/10.1039%2FC9RA04418C.ttl
10.1039/C6RA02763F,../resources/articles_rdf/10.1039%2FC6RA02763F.ttl
10.1016/j.jcis.2020.08.047,../resources/articles_rdf/10.1016%2Fj.jcis.2020.08.047.ttl
10.1016/0196-8904(95)00081-N,../resources/articles_rdf/10.1016%2F0196-8904%2895%2900081-N.ttl
10.1039/C3CE41274A,../resources/articles_rdf/10.1039%2FC3CE41274A.ttl
10.1039/C3CC45532G,../resources/articles_rdf/10.1039%2FC3CC45532G.ttl
10.1016/j.ijhydene.2015.12.066,../resources/articles_rdf/10.1016%2Fj.ijhydene.2015.12.066.ttl
10.1016/j.apcatb.2018.08.060,../resources/articles_rdf/10.1016%2Fj.apcatb.2018.08.060.ttl
10.1021/jp971621q,../resources/articles_rdf/10.1021%2Fjp971621q.ttl
10.1039/C4NR01490A,../resources/articles_rdf/10.1039%2FC4NR01490A.ttl
10.1016/j.apsusc.2017.02.178,../resources/articles_rdf/10.1016%2Fj.apsusc.2017.02.178.ttl
10.1021/acsanm.9b02083,../resources/articles_rdf/10.1021%2Facsanm.9b02083.ttl
10.1016/j.nanoen.2020.104717,../resources/articles_rdf/10.1016%2Fj.nanoen.2020.104717.ttl
10.1021/acssuschemeng.7b03119,../resources/articles_rdf/10.1021%2Facssuschemeng.7b03119.ttl
10.1016/j.jcou.2015.02.005,../resources/articles_rdf/10.1016%2Fj.jcou.2015.02.005.ttl
10.1016/j.apcata.2010.03.059,../resources/articles_rdf/10.1016%2Fj.apcata.2010.03.059.ttl
10.1016/j.jallcom.2021.158598,../resources/articles_rdf/10.1016%2Fj.jallcom.2021.158598.ttl
10.3390/catal8120581,../resources/articles_rdf/10.3390%2Fcatal8120581.ttl
10.1016/j.solener.2020.05.071,../resources/articles_rdf/10.1016%2Fj.solener.2020.05.071.ttl
10.1007/s10562-020-03426,../resources/articles_rdf/10.1007%2Fs10562-020-03426.ttl
10.1016/j.jcou.2018.10.006,../resources/articles_rdf/10.1016%2Fj.jcou.2018.10.006.ttl
10.1021/acsami.0c17174,../resources/articles_rdf/10.1021%2Facsami.0c17174.ttl
10.1002/anie.201411170,../resources/articles_rdf/10.1002%2Fanie.201411170.ttl
10.1016/j.ceramint.2014.09.027,../resources/articles_rdf/10.1016%2Fj.ceramint.2014.09.027.ttl
10.1039/C2EE03338K,../resources/articles_rdf/10.1039%2FC2EE03338K.ttl
10.1016/j.jcat.2016.10.030,../resources/articles_rdf/10.1016%2Fj.jcat.2016.10.030.ttl
10.2478/v10026-010-0022-1,../resources/articles_rdf/10.2478%2Fv10026-010-0022-1.ttl
10.1016/j.apcatb.2014.09.052,../resources/articles_rdf/10.1016%2Fj.apcatb.2014.09.052.ttl
10.1016/j.apcatb.2015.05.024,../resources/articles_rdf/10.1016%2Fj.apcatb.2015.05.024.ttl
10.1016/j.electacta.2018.03.171,../resources/articles_rdf/10.1016%2Fj.electacta.2018.03.171.ttl
10.1007/s11244-017-0797,../resources/articles_rdf/10.1007%2Fs11244-017-0797.ttl
10.1016/j.apsusc.2013.08.111,../resources/articles_rdf/10.1016%2Fj.apsusc.2013.08.111.ttl
10.1016/j.apcatb.2020.118876,../resources/articles_rdf/10.1016%2Fj.apcatb.2020.118876.ttl
10.1016/j.apcatb.2018.07.027,../resources/articles_rdf/10.1016%2Fj.apcatb.2018.07.027.ttl
10.1016/j.solmat.2012.12.017,../resources/articles_rdf/10.1016%2Fj.solmat.2012.12.017.ttl
10.1016/S0920-5861(98)00206-5,../resources/articles_rdf/10.1016%2FS0920-5861%2898%2900206-5.ttl
10.1016/j.apsusc.2019.03.333,../resources/articles_rdf/10.1016%2Fj.apsusc.2019.03.333.ttl
10.1016/j.apcatb.2014.12.011,../resources/articles_rdf/10.1016%2Fj.apcatb.2014.12.011.ttl
10.1016/j.jphotochem.2004.01.022,../resources/articles_rdf/10.1016%2Fj.jphotochem.2004.01.022.ttl
10.1016/j.fuel.2014.11.066,../resources/articles_rdf/10.1016%2Fj.fuel.2014.11.066.ttl
10.1016/j.apsusc.2015.07.097,../resources/articles_rdf/10.1016%2Fj.apsusc.2015.07.097.ttl
10.1016/j.apcatb.2018.01.028,../resources/articles_rdf/10.1016%2Fj.apcatb.2018.01.028.ttl
10.1016/j.apsusc.2018.09.099,../resources/articles_rdf/10.1016%2Fj.apsusc.2018.09.099.ttl
10.1021/acsnano.0c02162,../resources/articles_rdf/10.1021%2Facsnano.0c02162.ttl
10.1016/j.jcou.2015.10.004,../resources/articles_rdf/10.1016%2Fj.jcou.2015.10.004.ttl
10.1002/cssc.201903545,../resources/articles_rdf/10.1002%2Fcssc.201903545.ttl
10.1039/C4CC03060E,../resources/articles_rdf/10.1039%2FC4CC03060E.ttl
10.1016/j.apsusc.2015.08.059,../resources/articles_rdf/10.1016%2Fj.apsusc.2015.08.059.ttl
10.1039/c9cc07647f,../resources/articles_rdf/10.1039%2Fc9cc07647f.ttl
10.1007/BF00806978,../resources/articles_rdf/10.1007%2FBF00806978.ttl
10.1016/j.cattod.2012.12.022,../resources/articles_rdf/10.1016%2Fj.cattod.2012.12.022.ttl
10.1002/cphc.202000786,../resources/articles_rdf/10.1002%2Fcphc.202000786.ttl
10.1016/j.catcom.2016.05.025,../resources/articles_rdf/10.1016%2Fj.catcom.2016.05.025.ttl
10.1016/j.jcis.2020.10.048,../resources/articles_rdf/10.1016%2Fj.jcis.2020.10.048.ttl
10.1016/j.apcatb.2008.03.009,../resources/articles_rdf/10.1016%2Fj.apcatb.2008.03.009.ttl
10.1021/acs.nanolett.8b00197,../resources/articles_rdf/10.1021%2Facs.nanolett.8b00197.ttl
10.1021/jp001470i,../resources/articles_rdf/10.1021%2Fjp001470i.ttl
10.1016/j.ceramint.2013.11.019,../resources/articles_rdf/10.1016%2Fj.ceramint.2013.11.019.ttl
10.1016/j.cattod.2011.02.055,../resources/articles_rdf/10.1016%2Fj.cattod.2011.02.055.ttl
10.1007/s11356-020-10765-5,../resources/articles_rdf/10.1007%2Fs11356-020-10765-5.ttl
10.1002/solr.201900416,../resources/articles_rdf/10.1002%2Fsolr.201900416.ttl
10.1007/s10854-020-03955-x,../resources/articles_rdf/10.1007%2Fs10854-020-03955-x.ttl
10.3762/bjnano.10.44,../resources/articles_rdf/10.3762%2Fbjnano.10.44.ttl
10.1002/anie.201003270,../resources/articles_rdf/10.1002%2Fanie.201003270.ttl
10.1021/acsnano.8b00110,../resources/articles_rdf/10.1021%2Facsnano.8b00110.ttl
10.1002/adfm.202002654,../resources/articles_rdf/10.1002%2Fadfm.202002654.ttl
10.1016/j.catcom.2012.10.010,../resources/articles_rdf/10.1016%2Fj.catcom.2012.10.010.ttl
10.1007/s12274-018-2240-4,../resources/articles_rdf/10.1007%2Fs12274-018-2240-4.ttl
10.1039/D0RA03959D,../resources/articles_rdf/10.1039%2FD0RA03959D.ttl
10.1016/j.apcatb.2020.119156,../resources/articles_rdf/10.1016%2Fj.apcatb.2020.119156.ttl
10.1016/j.ceramint.2017.02.093,../resources/articles_rdf/10.1016%2Fj.ceramint.2017.02.093.ttl
10.1016/j.apsusc.2014.07.161,../resources/articles_rdf/10.1016%2Fj.apsusc.2014.07.161.ttl
10.1039/c8cy00274f,../resources/articles_rdf/10.1039%2Fc8cy00274f.ttl
10.1016/j.nanoen.2018.12.016,../resources/articles_rdf/10.1016%2Fj.nanoen.2018.12.016.ttl
10.1016/j.apcatb.2005.07.009,../resources/articles_rdf/10.1016%2Fj.apcatb.2005.07.009.ttl
10.1016/j.matlet.2019.127201,../resources/articles_rdf/10.1016%2Fj.matlet.2019.127201.ttl
10.1016/j.apcatb.2017.03.006,../resources/articles_rdf/10.1016%2Fj.apcatb.2017.03.006.ttl
10.1016/j.jece.2020.103887,../resources/articles_rdf/10.1016%2Fj.jece.2020.103887.ttl
10.1021/acsaem.0c01602,../resources/articles_rdf/10.1021%2Facsaem.0c01602.ttl
10.17576/mjas-2017-2101-19,../resources/articles_rdf/10.17576%2Fmjas-2017-2101-19.ttl
10.1016/j.jcat.2011.08.005,../resources/articles_rdf/10.1016%2Fj.jcat.2011.08.005.ttl
10.1039/C2NR31718D,../resources/articles_rdf/10.1039%2FC2NR31718D.ttl
10.1016/j.apcatb.2018.11.010,../resources/articles_rdf/10.1016%2Fj.apcatb.2018.11.010.ttl
10.1039/C3CC39054C,../resources/articles_rdf/10.1039%2FC3CC39054C.ttl
10.1016/j.solmat.2020.110890,../resources/articles_rdf/10.1016%2Fj.solmat.2020.110890.ttl
10.1016/j.apcatb.2018.12.028,../resources/articles_rdf/10.1016%2Fj.apcatb.2018.12.028.ttl
10.1016/j.nanoen.2019.04.029,../resources/articles_rdf/10.1016%2Fj.nanoen.2019.04.029.ttl
10.1039/C5DT04124D,../resources/articles_rdf/10.1039%2FC5DT04124D.ttl
10.1039/a704801g,../resources/articles_rdf/10.1039%2Fa704801g.ttl
10.1016/j.apcatb.2006.09.015,../resources/articles_rdf/10.1016%2Fj.apcatb.2006.09.015.ttl
10.1016/j.apsusc.2016.10.118,../resources/articles_rdf/10.1016%2Fj.apsusc.2016.10.118.ttl
10.1016/j.apmt.2020.100744,../resources/articles_rdf/10.1016%2Fj.apmt.2020.100744.ttl
10.1002/cctc.202000137,../resources/articles_rdf/10.1002%2Fcctc.202000137.ttl
10.1021/acsami.6b03472,../resources/articles_rdf/10.1021%2Facsami.6b03472.ttl
10.1088/1361-6528/ab72be,../resources/articles_rdf/10.1088%2F1361-6528%2Fab72be.ttl
10.1021/acscatal.8b00989,../resources/articles_rdf/10.1021%2Facscatal.8b00989.ttl
10.1016/j.solmat.2007.06.003,../resources/articles_rdf/10.1016%2Fj.solmat.2007.06.003.ttl
10.1039/C2RA21283H,../resources/articles_rdf/10.1039%2FC2RA21283H.ttl
10.1002/cssc.201301194,../resources/articles_rdf/10.1002%2Fcssc.201301194.ttl
10.1039/C3NR05219B,../resources/articles_rdf/10.1039%2FC3NR05219B.ttl
10.1002/cssc.202001764,../resources/articles_rdf/10.1002%2Fcssc.202001764.ttl
10.1021/ja506433k,../resources/articles_rdf/10.1021%2Fja506433k.ttl
10.1021/jp512797t,../resources/articles_rdf/10.1021%2Fjp512797t.ttl
10.1039/D0TA10278D,../resources/articles_rdf/10.1039%2FD0TA10278D.ttl
10.3390/molecules20010396,../resources/articles_rdf/10.3390%2Fmolecules20010396.ttl
10.1016/j.solener.2018.02.063,../resources/articles_rdf/10.1016%2Fj.solener.2018.02.063.ttl
10.1016/j.ijhydene.2012.04.003,../resources/articles_rdf/10.1016%2Fj.ijhydene.2012.04.003.ttl
10.1039/C5RA26761G,../resources/articles_rdf/10.1039%2FC5RA26761G.ttl
10.1016/j.mssp.2020.105119,../resources/articles_rdf/10.1016%2Fj.mssp.2020.105119.ttl
10.1016/j.apcatb.2010.02.030,../resources/articles_rdf/10.1016%2Fj.apcatb.2010.02.030.ttl
10.1021/acsami.0c05631,../resources/articles_rdf/10.1021%2Facsami.0c05631.ttl
10.2174/13852728113179990057,../resources/articles_rdf/10.2174%2F13852728113179990057.ttl
10.1039/C3RA00030C,../resources/articles_rdf/10.1039%2FC3RA00030C.ttl
10.1016/j.cattod.2018.04.018,../resources/articles_rdf/10.1016%2Fj.cattod.2018.04.018.ttl
10.1016/j.jallcom.2020.154683,../resources/articles_rdf/10.1016%2Fj.jallcom.2020.154683.ttl
10.1021/acs.jpcc.6b12683,../resources/articles_rdf/10.1021%2Facs.jpcc.6b12683.ttl
10.1016/j.cplett.2015.08.068,../resources/articles_rdf/10.1016%2Fj.cplett.2015.08.068.ttl
10.1039/c6pp00235h,../resources/articles_rdf/10.1039%2Fc6pp00235h.ttl
10.1021/jp010885g,../resources/articles_rdf/10.1021%2Fjp010885g.ttl
10.1007/s10562-018-2586-y,../resources/articles_rdf/10.1007%2Fs10562-018-2586-y.ttl
10.1016/j.cej.2020.126654,../resources/articles_rdf/10.1016%2Fj.cej.2020.126654.ttl
10.1021/acssuschemeng.9b06751,../resources/articles_rdf/10.1021%2Facssuschemeng.9b06751.ttl
10.3390/catal8100430,../resources/articles_rdf/10.3390%2Fcatal8100430.ttl
10.1039/c9dt00792j,../resources/articles_rdf/10.1039%2Fc9dt00792j.ttl
10.1039/D0NJ02174A,../resources/articles_rdf/10.1039%2FD0NJ02174A.ttl
10.1016/j.apcatb.2019.03.025,../resources/articles_rdf/10.1016%2Fj.apcatb.2019.03.025.ttl
10.1021/acsami.5b09901,../resources/articles_rdf/10.1021%2Facsami.5b09901.ttl
10.1016/j.carbon.2020.07.080,../resources/articles_rdf/10.1016%2Fj.carbon.2020.07.080.ttl
10.1002/solr.201900440,../resources/articles_rdf/10.1002%2Fsolr.201900440.ttl
10.1002/cssc.202000375,../resources/articles_rdf/10.1002%2Fcssc.202000375.ttl
10.1016/j.jclepro.2009.02.016,../resources/articles_rdf/10.1016%2Fj.jclepro.2009.02.016.ttl
10.1016/j.jcou.2020.101262,../resources/articles_rdf/10.1016%2Fj.jcou.2020.101262.ttl
10.1021/acsami.6b02275,../resources/articles_rdf/10.1021%2Facsami.6b02275.ttl
10.1038/s41467-020-15262-4,../resources/articles_rdf/10.1038%2Fs41467-020-15262-4.ttl
10.1016/j.jcou.2016.04.006,../resources/articles_rdf/10.1016%2Fj.jcou.2016.04.006.ttl
10.1039/C4CC07225A,../resources/articles_rdf/10.1039%2FC4CC07225A.ttl
10.1016/j.jcat.2003.09.002,../resources/articles_rdf/10.1016%2Fj.jcat.2003.09.002.ttl
